Tweet	Tag	Score
Nice. And yes, that is one of my problems with this platform. I came here for informative stuff, but it's all <U> randi rona <U> and sasty jokes here.	Untargeted	5.0
subha sunday ha to rat ko late tk <U> randi roney <U> kron gi 🙂	Untargeted	3.0
Idhr 12 baje aur idhr <A/O> apki behn zohii k randi roney <A/O> aur zindagi k dukh yaad ana shuru ho gaye 💔🥀	Abusive/Offensive	3.0
<S> Ye randi <S> teri dost ha ?	Sexist	3.0
"The ""R"" in relationship stands for <U> ""randi rona"" <U>"	Untargeted	3.0
<S> kutty ki bachi shtup randi dalli <S>	Sexist	5.0
Oye chal bghairt, <A/O> tum logon sy ziada koi besharm Randi k bachy b ho skty hain?? <A/O>	Abusive/Offensive	4.0
<A/O> Randi rona <A/O> hun chad de😂	Abusive/Offensive	3.0
<Rel> Kuta chor ghadar suar aa na pakistan hrrrrami <Rel>	Religious	5.0
<Rel> Woh dimag suar ka hai <Rel> na iska is liye yeh aisi harkate karte hai	Religious	3.0
han <A/O> bc inky tatton pe kala hit marunga ab mai <A/O>	Abusive/Offensive	3.0
<A/O> Oye tatton <A/O> dimagh sae hai?	Abusive/Offensive	3.0
<A/O> Tu ne b sasti nashe peene ke baad wali baat q bey kamini <A/O> 😂😂😂	Abusive/Offensive	4.0
Sasti harkty followers barhany k liye😆	Neutral	0.0
<S> Itni sasti to na bano na meri jaan ab har koi line marnay a jaye ga🤦🏻‍♀️ <S>	Sexist	4.0
O come on imrannnnn...... dafa karooo in k gusay koooo.... sasti aunty haiiii😉	Neutral	0.0
#KKvIU Agar Hamara aik bhi batsman set ho Gaya , Phir national stadium min biryani sasti pari hogi , bawa ji burger	Neutral	0.0
<A/O> Sasti hrithik roshan <A/O> 😂	Abusive/Offensive	1.0
Kar lay dramay sasti drama queen 😂	Neutral	0.0
Itni sasti mafi chahye ?	Neutral	0.0
Hahahhaha kia sasti jugat mari choro tum..	Neutral	0.0
Sasti shuhrat	Neutral	0.0
😭💔fame fame hoti hai sasti ho ya mehngi	Neutral	0.0
Bs jo ap afford kr sken isi liye sasti ki☺️ Mehngi out of range ho jani ☺️	Neutral	0.0
Sasti shohrat k liay mari ja rhai hai...	Neutral	0.0
Sasti siasat... <A/O> be zameery logo <A/O>	Abusive/Offensive	3.0
Aesi sasti baton se kon pat'ta hai	Neutral	0.0
<A/O> Chutiya pan ap kro ! <A/O> Sasti hrkatain ap kro ! <A/O> Or bkwas ulta ? <A/O>	Abusive/Offensive	4.0
Then چ would be like your face. <S> Daffa ho bagair shlwar wali red light wali sasti treen orat <S>	Sexist	5.0
Pls teach me these sasti lines sensei	Neutral	0.0
Sasti treeeeen intellectual... yad rakhna Aunty, Qabar mn paisa kam ni ana	Neutral	0.0
Jbh ha... <U> bc <U> bila waja agae thi	Untargeted	3.0
Amir Sohail ka mic band karo <U> bc. <U>	Untargeted	3.0
<U> Bc <U> yeh iss month Mai theesri dafa papers le rahe Hain ALLAH SE DAR NAHI LAGTA SHAGUFTA!	Untargeted	3.0
<A/O> Bc To mary ge merey haton <A/O> panoti kahin ke	Abusive/Offensive	4.0
Pray for LQ <U> bc😒 <U>	Untargeted	3.0
<U> BC <U> Yeh Adeez Nahi Hain... Inhin Jis Kaam Sy Mana Karo Yeh Wohin Kaam Zaroor Karty Hain	Untargeted	3.0
"Bro we had that and lost so bad <U> bc <U> agay se kehta ""ye gold aur diamond camo raja bazar se liya ap logo ne?"" 😭"	Untargeted	3.0
<A/O> Esay koi kuttay log hen, <A/O> uski beti ki age ki hunme, mujpe line mar ra. <A/O> Bc. <A/O> Fact; Married log zyada khrab hen.	Abusive/Offensive	4.0
RT : I overwork myself bc I love distractions	Neutral	0.0
Id want Bryan Edwards bc he's 6'3 an has 81 speed on a 70 ovr card, but he didn't play much so it's unrealistic	Neutral	0.0
When I was in 6th-7th grade I knew 11th and 12th boys bc they used to be outside the class during board exams and I always used to stand outside the class. They used to say ''to kia yhin rhta hy pora din''? 😂	Neutral	0.0
You know that feeling when ur legs are freshly waxed and they smoother than a silk and you can’t stop touching them? Bc I’m there.	Neutral	0.0
<U> Bc <U> tune to bna lia trend	Untargeted	3.0
ro <A/O> bc <A/O> ro	Abusive/Offensive	3.0
Ye agar virat ne padd liya <A/O> to teri g tod dega😂😂 Bc <A/O> sachin hai wo https://t.co/bseTqVJTLO	Abusive/Offensive	4.0
Abe <A/O> bc <A/O> dm krna tha ye😂😂😭😂😭😂😭😂😭😭😂😂😂😂	Abusive/Offensive	3.0
<A/O> bc <A/O> bari hai wo mersy	Abusive/Offensive	3.0
Ab kisi nay demag ki dahi kii na tu block krdoga <U> bc <U>	Untargeted	3.0
RT : <U> bc <U> is tweet ki reach hi dead ho gai ha :(	Untargeted	3.0
<A/O> is namoony <A/O> ko k comm list mein announce kia gya hai aur <A/O> is bc <A/O> ka 1 tweet nhi PSL k baare mein	Abusive/Offensive	3.0
Sb ratings ka mamla hai, is ko b meera ki trha news main rehna hai bs <U> bc <U>	Untargeted	3.0
Wow english <U> Bc <U>	Untargeted	3.0
<U> Pappu gaya gaand marane. <U> Iss baat mein Pappu kahan se aaya. <A/O> BC tum gadhe ke bachcho <A/O> ko Pappu ke alawa kuch dikha hi nahi 🤦‍♂️	Abusive/Offensive	4.0
<U> Bc <U> kesi pitch h yh	Untargeted	3.0
Yeh kal mery dm ma vn ka option aya tha... aj show ni ho raha... <U> Bc <U> masla kiya ha ?	Untargeted	3.0
this lab is about to make me drink this entire case of beer tonight bc I’m fed up	Neutral	0.0
i broke my tailbone and lemme tell ya...it takes months to heal! i am just now getting better!! just be gentle to it! it’s gonna suck not skating super hard like usual but heal it as quick as you can bc fallling after it’s almost done healing starts it all over again lmao🥴	Neutral	0.0
Haha chay wali <A/O> bc <A/O> ki nql ki bat kr rhy. <A/O> Lnt tere jman ty v <A/O> 🖐🏻	Abusive/Offensive	3.0
bc he's right next to me rn😕	Neutral	0.0
u think i won’t kms bc i hate my haircut?	Neutral	0.0
Jineyyy mera dil luteya, oh <U> bc <U> yeh kiya hogya.	Untargeted	3.0
Wo <U> bc <U> bach jaty hen 😷😷😷😷	Untargeted	3.0
<U> Bc <U> aik khaadi ka dress lai kar poori uni mai shopping bag ghoomana band kro	Untargeted	3.0
Ab yehi <A/O> bakwas karni thi tu ne bc i know u meri gandi olad😂😂😂🙊 <A/O>	Abusive/Offensive	5.0
<A/O> Saly chutiye <A/O> baqi pore Pakistan me kahin covid nahi ha. Sirf cricket me ha. <A/O> Bc tum logo ko na fire mar dena chahe ha sedha <A/O>	Abusive/Offensive	5.0
Baber.. Look <A/O> bc <A/O> this is the difference between you and Kohli. Get over it. You just can't play 60 off 50 knock in T20 Mate, do something.. 🙏 #BaberAzam #KKvsIU #PSL	Abusive/Offensive	3.0
Umpire andha ho gya hai <U> bc? <U> wasn't that wide?	Untargeted	3.0
<U> Behnchod <U> 4 overs reh gy hn. Use your feet against nabi. <A/O> Wickets gaand me le ker jani hn bc <A/O>	Abusive/Offensive	5.0
depends on when bc i gotta work!	Neutral	0.0
Too too much ghtya to tell ....bht <U> bc <U>	Untargeted	3.0
RT : Pakka fix hai <U> bc. <U>	Untargeted	3.0
<A/O> Faheem bc <A/O> kabhi Pakistan team me bhi aisa khel liya kar.	Abusive/Offensive	3.0
RT : Pakka fix hai <U> bc. <U>	Untargeted	3.0
<U> Dur fitay mu bc😂 <U>	Untargeted	3.0
Same lekin ye Beauty ni hy bhayiiii bht buri chubhti hy ye milty hue <U> bc <U> 🤦‍♂️	Untargeted	3.0
Raise your voice against men in Aurat March bc why don't they have this 🔥	Neutral	0.0
jhoot hai ye, mai ny bhi yahi soch kr earning start kri aur jo thi wo bhi chli gyi mtlb ajeeb <U> bc <U> 💔	Untargeted	3.0
RT : Bas kardo ni use karna mujha <U> ya bc tweeter <U> khuda ka wasta ha ya nottification band kro 😭	Untargeted	3.0
Boss <U> bc <U> ki suno warna ghr betho🤧	Untargeted	3.0
tu pehle pait kam kar apna <A/O> bc <A/O>	Abusive/Offensive	3.0
<U> Bc <U> tu car pe chor ata usko	Untargeted	3.0
<U> BC <U> aaj smjh aya k Islamabad United ka Name Manchester United ky tarz per rakha gya ! #PSL6	Untargeted	3.0
RT : <U> bc <U> garmiyaan agyi hain 😑	Untargeted	3.0
always, bc u r worth it to choose.	Neutral	0.0
<U> Bc <U> neend aa rhi hotii ha ik dum sa uss ki yad aa jati ha	Untargeted	3.0
🙄🙄🙄🙄ja <A/O> bc galiyaan suny gi <A/O>	Abusive/Offensive	4.0
Hahahah <U> bc😂 <U>	Untargeted	3.0
udhr multan haari idhr hum dosto mai ladai hogyi isi bat p fek <U> bc <U>	Untargeted	3.0
<A/O> Bc <A/O> aj tu gusy sy mar rha tha	Abusive/Offensive	3.0
<U> Chutiya n BC <U> are feelings not gali♥️🥺	Untargeted	5.0
<U> Bc <U> goli mardun ga khud ko. Can't see these together outside Barcelona.	Untargeted	3.0
The matter is proceeding before ATC, not labelling them “ alleged” would mean that the BC has accepted them as perpetrators and thus the ATC wud too😊	Neutral	0.0
Congratulations PZ walon 🙂💔 Sohail Tanveer <Rel> Qayamat waly din tera alaida sy he hisaab hoga bc <Rel> #PZVMS #PSL6	Religious	5.0
<A/O> Bhut bc log ha <A/O> 😅	Abusive/Offensive	4.0
Andhi billi se kya decode kru <U> bc <U> mai🤧	Untargeted	3.0
<U> Bc <U> click bait... Anything for views	Untargeted	3.0
agar sari bowling slow slow krwani ha to mujha bhi psl ma khilao <U> bc <U>	Untargeted	3.0
Tujhsy <U> bc <U> type to sahi sy ho nhi raha 😂😂 baatin dekho	Untargeted	3.0
<U> Bc <U> kushi	Untargeted	3.0
I <U> FUCKING <U> HATE THESE CLASS NERDS <U> BC <U> KON 20 PAGES KI REPORT BANATA HA? WHEN PROFESSOR CLEARLY SAID 10 PAGES ARE ENOUGH? QABAR ME LY KR JANA AB.	Untargeted	4.0
<U> bc <U> garmiyaan agyi hain 😑	Untargeted	3.0
Koi hmari b krdy <U> bc <U> 😑	Untargeted	3.0
Hahaha <A/O> lanat hy bc😂 <A/O>	Abusive/Offensive	4.0
Tery mast mast 2 nain mery dill ka ly gye chain.. <A/O> Taqi tu bc pathan hy <A/O> or tu nainu py londy bazi na jhaar	Abusive/Offensive	4.0
You ever opened a msg and think, <U> 'BC..! <U> ab iss ko reply kiya du?'	Untargeted	3.0
Sbko nkaal dn gn tw <U> bc <U> khlyga kia moin khan	Untargeted	3.0
When you post a sad status on whatsapp. Le Friends: “Arey bhai kya howa”? <U> Bc* <U> wesay nehi lagaa sktay kya status?😐	Untargeted	3.0
Welp logged onto rust today and welp that game is ruined bc of my graphics card to... what a great day I’m having	Neutral	0.0
<U> Bc <U> razaii moo ty ly k bol reya.... 😂	Untargeted	3.0
Karachities k rt group mast hn <U> bc. <U> <A/O> Tatti tweets ko bhi utha k rkhty hn. <A/O> Lol	Abusive/Offensive	4.0
Lol qalundars k b achay din agye <U> bc <U> hamary kab ayengay	Untargeted	3.0
<U> BC <U> sarfaraz is over reacting.	Untargeted	3.0
Yrr <A/O> koi chwal frustrated insaan h bc <A/O> sb ko lar ra h <A/O> ye chootiya. <A/O>	Abusive/Offensive	5.0
Aur uper se catch b ....in no man land <U> ....bc <U> 🤣🤣🤣#qgvlq	Untargeted	3.0
Jo kachra <U> bc <U> Quetta walon ne akhta kia hua..ahmad shehzad, umar akmal se Jan chuti per anwar ali pechy pra or oper se shinwari ly lia	Untargeted	3.0
<A/O> Bc <A/O> kitna gussa kr rha sab pr	Abusive/Offensive	3.0
<U> Bc <U> to merey janazy par aae main wasiyat kr k jaon ga kh palwasha ko teendy khelany bus🤣	Untargeted	3.0
<A/O> Yeh bc <A/O> mery mind MN ghusny ka name nahi leti 🙄	Abusive/Offensive	3.0
Maine bhi vhi bola <U> bc😂😂😂😊 <U>	Untargeted	3.0
<A/O> Skipper Match kharaaaab kr gyaaa BC <A/O> 😏😏😡😡😡 21 (26balls) LQ 64-1 in 8.4 Overs Need more 115 from 68 balls 🧐🧐 #LQvQG #HBLPSL6 #MatchDikhao	Abusive/Offensive	3.0
Kia khoob gugli kia <U> bc <U> kia commentary hai #LQvQG	Untargeted	3.0
Dressing room mein LQ walay bol rahy homgay kia <U> bc <U> why even bother ab bahar jakay acting krni parhegi🤣	Untargeted	3.0
Tunay mujhy mana na kiya hota na <A/O> bc <A/O> to btata 😂😂😂	Abusive/Offensive	3.0
Mota hai lekin <U> bc <U> thokta pura hai	Untargeted	3.0
Wahh <U> bc <U> ye to teri janny wali nikal ai	Untargeted	3.0
Hahahhaha <U> bc <U> knsa taras	Untargeted	3.0
<U> bc <U> pornstart ka name ap se poch lo ap pura uska khandan ka nam bta dy gy pakistani logo ka nam yad nhi apko	Untargeted	3.0
<U> Bc <U> out 🥺 #LQvQG	Untargeted	3.0
<A/O> BC BEGARAT <A/O> 🙄🙄😜😜	Abusive/Offensive	3.0
Pta nhi <U> Bc <U> id nhi chal rhi thi 😭😭	Untargeted	3.0
Hn ye b depend krta hai...our teacher teaches like...han to ye b apko pta hoga ye b apny phly prha hua...like <U> bc <U> agr sb ata hai to phr hum yaha kya krny aye hai	Untargeted	3.0
<U> Bc <U> ek to ye roz roz ka sar dard	Untargeted	3.0
heecore bc of ur layout	Neutral	0.0
RT : I overwork myself bc I love distractions	Neutral	0.0
I overwork myself bc I love distractions	Neutral	0.0
ye Sab he single hain to <U> bc <U> relationship mein kaun hai bai? 😭😭😭	Untargeted	3.0
I love the fantasy that this brings Bc we all know he can’t grow a beard like that 🤣🤣🤣	Neutral	0.0
Achaw me smjha beera chikna h 😭😭😭😂💔 <U> bc <U> isi lye me single 😭😭	Untargeted	3.0
<U> Bc <U> ye love triangle kya hota hai??	Untargeted	3.0
Ge likha kar gay ne likha kar <A/O> bc tu <A/O> 😂🙄	Abusive/Offensive	3.0
Fuq this yaar <U> bc. <U>	Untargeted	3.0
Hum konsa Oxford graduate hain <U> Bc, <U> 🤡	Untargeted	3.0
<A/O> Lakh di panat pitch curotor par <A/O> Agar itna he bat n ball contest dekhna hai tou test dekho choro psl <A/O> BC <A/O>	Abusive/Offensive	3.0
<A/O> Ja bc knhi doob ky mr ja knjar <A/O>	Abusive/Offensive	5.0
dekh bahi mujhe nahi sunna ke tumne uber chalana kese shuru ki aur tumhari yey real job hai ya nahi hai. chup chaap manzil pe pohncha apun ko <U> bc <U> 😫😫	Untargeted	3.0
Multan Ki Team Hai He Ghatiya <A/O> Hr Baar Bakwass Team Or Bakwass Captain Banaty Hain Ye BC <A/O> Test Khelny Aya Hai kia ? <A/O> Lanat Ho Aysi Management pr 100 Baar Lanat <A/O> Hr Baar Afridi K Sath Injustice Kyn 😠😠😠😠 #IUvMS	Abusive/Offensive	5.0
Yah <U> bc <U> kiaa chez hai yaar	Untargeted	3.0
<U> Bc <U> dooor	Untargeted	3.0
<A/O> Chal bagh bc <A/O>	Abusive/Offensive	4.0
In sub ko lgta k <A/O> ya bc <A/O> intellectuals han, bahsan danay aty, constructive criticism nai kr skty	Abusive/Offensive	3.0
43 <U> bc <U> doctor bhi tha banker b tha siyastdan bhi tha hahhahhhahahahaha	Untargeted	3.0
Goal krooo <A/O> bc <A/O>	Abusive/Offensive	3.0
<A/O> O bosdk <A/O> .. <A/O> teri gandd m idli dose pelu bc <A/O>	Abusive/Offensive	5.0
<A/O> Umpires nashe mein hain kia ? <A/O> 1 ball rehti hai <A/O> bc <A/O>	Abusive/Offensive	4.0
<A/O> BC Umpire <A/O> 😠	Abusive/Offensive	3.0
<A/O> BC 3rd Umpire Andhaaaaa he lgtaa <A/O> 🙄🙄🙄🙄 vs #HBLPSL6	Abusive/Offensive	4.0
No offence but i hate these type of people, or ham yaha paani peetei <U> bc <U> weight barh jata😭😭	Untargeted	3.0
<U> O BC <U> challliii gaeee Bijliiiii 😏😏😏	Untargeted	3.0
<U> 1 tu BC <U> Yeh per Live Match kmmm or Advertisements Zyadaaa chalti hain 😏😏😏😏😏😏	Untargeted	3.0
OUTTTTT <U> BC <U> YAYYYY!!!! #LQvPZ #PSL6	Untargeted	3.0
I say “ok” bc i don’t feeI like arguing but that doesn’t mean ur right though	Neutral	0.0
<A/O> #geochor <A/O> Yah hai aam Zindagi: <A/O> #BC #MC <A/O> Or yah hai mentos Zindagi: <A/O> #GC I mean to say #geochor <A/O> 😁😁😁	Abusive/Offensive	5.0
<A/O> Bc International Macthes main kiaaa mooooot aa jati he <A/O> jb aisi balls ko chooor daitey hoo...	Abusive/Offensive	4.0
<A/O> O bc ab b jhot bhonk raha h or kitna bhonky ga jhot <A/O>	Abusive/Offensive	5.0
<A/O> bc tu to iski joti jesi b ni hai <A/O>	Abusive/Offensive	4.0
Rameez raja k mazy hn <U> bc <U> larkio k sath hi khada hota ha	Untargeted	3.0
I could wait months for your writing Bc it will be worth it 💚	Neutral	0.0
Stop tweeting happy weekend shit <A/O> bc <A/O> 1 : It doesn't matter 2 : I've class to attend tomorrow 3 : <A/O> Fuck you <A/O>	Abusive/Offensive	4.0
Imran khan is choro ko q nhi pkrta <A/O> bc <A/O>	Abusive/Offensive	3.0
If two people look happy together, let them live. <U> Bc <U> Phupho na ban jaya Kro 🤡	Untargeted	3.0
bhai full paisay kharachna ka mood ha mgr <U> bc <U> tapmad subscribe hi nhi horha. error aa rha ha	Untargeted	3.0
It was just a guess bc if terras on a team, they have to have a good coach. She’s just that high talent of a player that she demands high level coaching.	Neutral	0.0
Abhi tak nhi hua masla hal Tum loog network bnd hi krdo 😡😡 <A/O> Bc <A/O>	Abusive/Offensive	3.0
<A/O> Bc <A/O> dia tu ha tujy	Abusive/Offensive	3.0
RT : We all know that 2021 isn't going to be any better just bc the calendar changed but if you delete those toxic text threads…	Neutral	0.0
Koi phone cheeno iska <U> bc <U>	Untargeted	3.0
<A/O> Bc <A/O> isko dekh ke bhi tera dimag gandi side pe jata😭	Abusive/Offensive	3.0
Yar 2 min reh gy hn, link du <A/O> bc? <A/O>	Abusive/Offensive	3.0
Ek tarf <A/O> Karachi bc <A/O> aur dosri trf <A/O> sarfaraz bhosri wala <A/O>	Abusive/Offensive	5.0
<U> Bc <U> I don't even have a laptop. Ap phone pe match dekhon ga ya tweets krn ga :(	Untargeted	3.0
Fireworks at National Stadium Karachi. <U> Bc <U> ceremony bhi krwa hee dete yahien pr. Adhay ghantay ki ceremony k liye fazool turkey gaey hain. #PSL2021 #PSL6	Untargeted	3.0
<A/O> Bsdk <A/O> content chori krty ho upar sy badmashi dekhaty ho.. Morro ny jab yeh vlog bnyaa us ny mediaa par chlany k lyee bolaa tab tum logo ny pasy mang lye... Un ratinh mil rahi hy tu chori ka mall chapkaa rhy ho.. <A/O> Lanat bc tum logo par <A/O>	Abusive/Offensive	5.0
<A/O> bc <A/O> hath nai ponch raha to <A/O> kutton ke trha bhaonkna shuro kr deya gd keep barking <A/O>	Abusive/Offensive	5.0
Just bc I love cancerians	Neutral	0.0
Kia kar le ga tu ? <A/O> Bc <A/O> dhamkian kisi aur ko de	Abusive/Offensive	3.0
<A/O> Bc Indian Serial Followers <A/O>	Abusive/Offensive	3.0
Prh le <A/O> bc <A/O>	Abusive/Offensive	3.0
<A/O> LPC. BC <A/O>	Abusive/Offensive	4.0
Ma ny kya kiya <A/O> bc <A/O> 😏😏😏😏	Abusive/Offensive	3.0
<A/O> Bc chudwai krwa k bhool b gy😝🤣 <A/O>	Abusive/Offensive	5.0
Perks of being in my life If we get in a fight It’ll only last a day bc by the next day I’ll forget we were even fighting 🙃🙂🙃 why am I like this	Neutral	0.0
BRO THATS NOT HIS BACKGROUND AND IM SO SAD BC I KNOW WHOS BACKGROUND THAT IS AND SHE WILL NEVER BE MINE 😭😭	Neutral	0.0
<U> Bc <U> aik seat ka election sambhala ja nae raha...pata nae kia kia fraud kiye honay 2018 ma	Untargeted	3.0
<A/O> Marja bc <A/O>	Abusive/Offensive	3.0
Dude growing up during lent was a struggle for me bc I don’t like seafood period... I’d just starve on fridays lmaooo	Neutral	0.0
<A/O> BC <A/O> likh ke sath badtamizi likhna or badtamizi likhna tha to <A/O> BC <A/O> na likhti	Abusive/Offensive	3.0
Bas kardo ni use karna mujha <U> ya bc tweeter <U> khuda ka wasta ha ya nottification band kro 😭	Untargeted	3.0
<A/O> goli mar do bc <A/O>	Abusive/Offensive	5.0
<U> Bc <U> apny aap ko takrein maarni chahiye😂	Untargeted	3.0
haina same wesy <U> bc <U> inko hum yaad nhi aty☹️	Untargeted	3.0
<A/O> goli mardo bc <A/O> itna gusa ata hai	Abusive/Offensive	5.0
<A/O> tum sb ka cut jy ga bc <A/O>	Abusive/Offensive	4.0
Worst photos <U> bc <U> meri itni gandi lagayi thi jahaz bana hua tha mein	Untargeted	3.0
<S> Riyasat khassi h bc <S>	Sexist	5.0
I hate this emoji phir tu yehi emoji bhej de <A/O> bc <A/O>	Abusive/Offensive	3.0
This is unfortunate. Bas <A/O> jal jal k mar jaenge bc k inki auqat nahi hai tou koi aur kiyun shine karey. <A/O> <A/O> Fucking asses <A/O>	Abusive/Offensive	4.0
<A/O> Bc pagal ho gyi hai bjp <A/O>	Abusive/Offensive	4.0
Bilkul fr rat bhr neend nae ati <U> bc <U>	Untargeted	3.0
Don’t agree , follow some of your quotes/ bc of that am happy feet .	Neutral	0.0
They always visit green planets Bc Rey loves them	Neutral	0.0
Har wqt khana. <U> Bc <U> pheelings kidr kry wo🙄😂	Untargeted	3.0
<A/O> Is khotey ki apni kia shanakhat hai koi is se yh to pouchey. <A/O> <A/O> 2 takey ka nauker hai yh khud bc <A/O>	Abusive/Offensive	5.0
they deactivated ig <U> bc <U> i can't find their acc.. 😒 weirdo	Untargeted	3.0
kyoun k rishtedar bhi hamare hotay hain <U> bc <U> !!!!	Untargeted	3.0
Crying bc that is exactly your response lmfaooo we luv to see it 😗	Neutral	0.0
Lekin har dafa humare sath yuh e hota ha Phir ye line yaad aa jati <U> Duni bari BC <U> always tryna dodge me 💔	Untargeted	3.0
Kia faida <U> bc gndi krwny ka. <U>	Untargeted	5.0
Since her incarceration, the platform (belonging to the CitizenGO Group) has fought for her freedom, supporting her family and channeling the economic aid of thousands of citizens to defend this Christian mother.	Neutral	0.0
<A/O> Lanat teri soch aur mindset pe ullu ki pathi <A/O> apni tweet ka reply dekh...tu khud kya kr rhi idhr <A/O> PhD kr rhi thrk mai... <A/O> <A/O> Bay ghairat <A/O> khud bni hy ilzam mujhy...mai ne tera rishta maang lia kya Kia baat ki shrm... <A/O> Bastard bitch... <A/O> behave or complain for blocking u... silly	Abusive/Offensive	5.0
<A/O> thieving bastard <A/O>	Abusive/Offensive	3.0
Where is <A/O> bastard Ali moh khan <A/O>	Abusive/Offensive	3.0
ur my biggest opp now <A/O> bastard cunt <A/O>	Abusive/Offensive	4.0
Look at the tampering .. <A/O> you bastard's <A/O>	Abusive/Offensive	3.0
Lol, babe, Pakistani can't go to Israel <A/O> this bastard is telling the lie. <A/O> And where is the proof?😘. <A/O> I show you the daddy Pervaz musharaf video!. <A/O> Where is nawaz Sharif video with Israeli 🤔?. Or Jewish.	Abusive/Offensive	4.0
<A/O> Rana Sana Ullah is a bastard!! <A/O>	Abusive/Offensive	3.0
Aby yr macharo ko need nh ati? <U> Bhen chod <U> 😠	Untargeted	3.0
I have a masoom face with <U> bhen chod dimag <U> and also bth gandi zuban which totally destroy my personality 😂🤣	Untargeted	3.0
Imran khan sb raleaf ko chody istifa daidy mehrbani hogi app ki	Neutral	0.0
Hahaha <A/O> jo khud sari raat gand marwata hy vo mjhy chody gaa <A/O> 😂🤦‍♂	Abusive/Offensive	4.0
Lahore Qalandars Move on Finished hai fakhar zaman Kash na karta Bumrah No ball Choot jaati hamari Jaan. #MSvLQ #PZvQG #MatchDikhao | #HBLPSL	Neutral	0.0
Àj ki choot di ha	Neutral	0.0
Allah n kre asa ho 😑🥺 Dekh sir p choot lgne k bd bh sb kch bhool gya m but treat abh tk yad h🙂😒😂	Neutral	0.0
ni mushkil ni agar apni life ka aim fix kar lo to sab koch khudi pechy rah jata hi or choot kha kar insan mazbot ho jata hi ... or ma strong ho cuki hon	Neutral	0.0
Qalandars me 2 trah k players han. Aik vo jis k hath pr choot lagne k baad bhi 100% de rha dosra vo jis k hath theek hone k baad b catch ni pakray jaa rhay.... #LQvQG #PSL2021	Neutral	0.0
Han yar mind ko distract kar lo sab kuch choot jaye ga Btw subcontinent ki mitti mein aadat kisi cheez ki hona aam si baat ha qk idher logo ki soch mehdood ha	Neutral	0.0
Janab PM Sb! Kuch performance ground level per show karen ab sirf baaton se kaam nahi chalna. Dusri surat men train choot jayegi.	Neutral	0.0
<A/O> Teri man ki choot <A/O>	Abusive/Offensive	4.0
<A/O> Lpc gandu <A/O>	Abusive/Offensive	4.0
<A/O> Tery man baap tuj janam de k pachtaty hon gy gandu <A/O>	Abusive/Offensive	4.0
Kiss chez ki sfaii dy rha h?? <A/O> Is gandu <A/O> ko main kya smjhta hun mery mulk me mzdori krny wla ek shks is sy lakho guna bhtr hai?? <A/O> Ma chudwyn sub jo mrzi jis mrzi zuban me bolyn <A/O> mery voot sy nahi ay ye!!	Abusive/Offensive	5.0
<A/O> Ajeeeb gandu bnda hai <A/O>	Abusive/Offensive	5.0
<A/O> Cutest gandu <A/O>	Abusive/Offensive	3.0
<A/O> Gandu king <A/O> ka agay jana bnta bhi ni tha.	Abusive/Offensive	3.0
<A/O> Gandu <A/O> req accept kr	Abusive/Offensive	3.0
<A/O> Gandu <A/O>	Abusive/Offensive	3.0
<A/O> Han bai barwe <A/O> phadde karega bharam ha? <A/O> Launde layega hat gandu <A/O>	Abusive/Offensive	5.0
<A/O> Lanat tum logoun or is gandu punjab k wazir-e-ala pr. <A/O> Mara kisne hy iski bat bad me hogi pehly ye bat hogi k hukmran kon hy?Intazamiya kiski thee? Zumahdar kon hy?Tum log!Mary koi bhi tum <A/O> adam khor syastdanoun <A/O> ko is se kya?Ab jab tak mujriman ko latka na do <A/O> bakwas na krna dobarah! <A/O>	Abusive/Offensive	5.0
Now I feel sad 😤💔😒 thank You <A/O> Sohail Gandu Tanvir <A/O>	Abusive/Offensive	3.0
itni lutt nai machi hui wo din gaye jab <A/O> Russell gandu <A/O> jeetwa deta tha.	Abusive/Offensive	3.0
RT : dil hai toota <U> gandu hain ham <U>	Untargeted	3.0
<A/O> meri uni waly gandu <A/O>	Abusive/Offensive	3.0
<A/O> Gandu ha to <A/O>	Abusive/Offensive	3.0
Ab sun be ujade <A/O> chaman chutiye lode pe latak ke bakwas mat kr wena teri esi esi choduga k gandu fir se gyan jhade ga sala chutiya <A/O> <A/O> ..apne baap se kese baat krte hai sikha nh teri kity mom ne <A/O>	Abusive/Offensive	5.0
han kuch <U> gandu <U> bhi hoty hain	Untargeted	3.0
Bry bry main yaq dekhy par ye jo shafat me haina wo kya <A/O> kmal k gandu hain <A/O>	Abusive/Offensive	4.0
Chek it <A/O> mary payary gandu <A/O>	Abusive/Offensive	3.0
<Rel> Gittya Harami Mirza <Rel> tayra Pura tubbar Chor be Ha aur <Rel> Harami be Ha shahkal Dekh kabi apni <Rel> #	Religious	5.0
<Rel> Bry harami hu <Rel> beta😂😂😂	Religious	3.0
Lagta ha <U> bohat harami <U> dost hn😂	Untargeted	3.0
Or teea bap or teea handan bich me <Rel> tu haramkhor b sab se baray harami ho <Rel> 😂😂😂😂😂	Abusive/Offensive	4.0
<Rel> Ha hi harami ha log <Rel> 😁😂😂	Religious	3.0
<Rel> F a t f waly b bht harami hn <Rel>	Religious	3.0
Ye koi londa hy 🤡 in sub main sy Koi. 😂 <Rel> Ye sub harami hain <Rel> 🤣	Religious	3.0
<Rel> Harami londy <Rel>	Religious	3.0
