Tweet	Tag	Score
<Rel> Shia kaafir hai <Rel> aur hum naam k musalmaan.	Religious	5.0
<Rel> Qaadiyani kuttay bad'tareen kaafir hain <Rel> <Rel>	Religious	4.0
<Rel> kaafir <Rel> tujhe kuch nai malum	Religious	3.0
<Rel> Fortunately Allah knows who is the real Kaafir <Rel> 😇	Religious	4.0
Ye insan ik chaaal haaa dostoo .........zra smj k chliye gaa... <Rel> sb jaanty hn qadyaani kaafir hn ......ye sb k sentiments gain kr rhaa haa......bad me ye apna chehra dikhiye gaaa fasad kii shkal me.....in chaaalo sy hosyar rhy baseerat paida kry sb apny andr.. Shukria... <Rel>	Religious	4.0
No matter how much you help a muslim, a Hindu remains a kaafir to him - a cretin lowest in the hierarchy of the living. Good riddance.	Neutral	0.0
An Islamist Afghanistani #Muslim finally unfriended me on Twitter, apparently over my vocal support to #CAA. I had once gotten him professional work & made sure he got paid for it. <Rel> True, that a Muslim remains a Muslim first and then anything else. I remain only a Kaafir to him. <Rel>	Religious	2.0
OMG! The RWers are making list. Oh no! <Rel> *Hides list of kaafir families in the neighborhood to kick out so they can rape the girls & women* Goddamn fkng jihadis <Rel>	Religious	5.0
RT : bhai hum sab kaafir hai.	Neutral	0.0
many many happy returns of the day to this bomb happy birthday🎂 to her who is bhakt for all the chamcha nd kaafir for many m🙊 But actually an amazingly talented opinionated person who is worth reading.❤	Neutral	0.0
<Rel> Jaane kab kaun kise maar de kaafir keh ke, sheher ke sheher Musalmaan hua firta hai <Rel>	Religious	3.0
Huh wut you say u imbecile, <A/O> I shat on you <A/O> ... <Rel> toh toh toh Kaafir <Rel>	Religious	4.0
Bilkul,itny lecture milny hain jese Christmas or new year pe milty hain ,kya apko pata bhi hai k <Rel> kaafir janwaro k haqq main dua bhi nahi krni chahye <Rel>	Religious	5.0
Okay. For now I’m watching Kaafir on Zee5	Neutral	0.0
How can I be kaafir in my homeland? Do u even read? Really please tell me do u even read or WhatsApp, SM and tv are your only source of Information?	Neutral	0.0
Kaafir #NowWatching on Zee5. Anyone seen it yet?	Neutral	0.0
Ahmadia Muslim nhi. KAAFIR HAIN OR KAFIR KO MUSALMAN NAHI KEHTY.	Neutral	0.0
Kaafir hai to shamsher pe krta h bharosa Momin ha to Be-tegh hi larta ha sipahi. Dr Allama Muhammad Iqbal	Neutral	0.0
Kis kis ko samjhao gi, Koi nhi manay ga .. <Rel> Hum certified kaafir or Irani agent hi Hain so called Pakistani Musalmano ki Nazar mein <Rel> .. 😕	Religious	2.0
Nankana Sahib vandalism is only the tip of the iceberg. <Rel> The Islamic Pakistan is meant only for Wahabi Sunnis. Rest everyone is kaafir there. <Rel>	Religious	3.0
Kaafir ka mtlb jaan liya tumne ???	Neutral	0.0
I have analysed Sufism - at the level of fundamentals, history and behaviour: 1. Sufism is Tariq'a, is always subordinate to Shari'a; 2. A Sufi peer is prohibited to give anything to a kaafir, except the gift of deen. Foolish to go to a Dargah 3. Sufis carried out great massacres	Neutral	0.0
toh allah kyu kehta hai jo islam ko nahi maanta woh kaafir hai..usse maar/bhagaa do?	Neutral	0.0
<Rel> Get lost you kaafir. <Rel>	Religious	3.0
<Rel> Kaafir ki nasal <Rel>	Religious	3.0
Sahi toh hai.. <S> Sach kadwa lag raha hai kanjari lal ko <S>	Sexist	3.0
<S> mariam gashti nawaz <S> , <S> Qatari shehzado ki kanjari <S>	Sexist	5.0
<S> Randi kanjari <S> apny father Ka khyal abhi tak Nahi aya	Sexist	5.0
<S> Kejriwal is kanjari lala <S>	Sexist	3.0
I can confirm k ye <A/O> Indians kanjari k bachon ko koi aur kaam nahi hai <A/O> . <A/O> Bhain k chud <A/O>	Abusive/Offensive	5.0
<A/O> Mf <A/O> calling me a kanjari when he <A/O> looks like a clown <A/O>	Abusive/Offensive	4.0
Hes gone now. Allow it. You sound like a heartbroken banda wining for his <A/O> kanjeri <A/O> back.😂😂😂😂	Abusive/Offensive	3.0
Qom Hargiz Confuse nahi... Ager yaqeen nahi ataa tu apni timeline parh lia kero... <S> eyy Mutmaaen kanjeri <S> ....	Sexist	3.0
<S> Bruv she is a number 1 kanjeri <S> 😂	Sexist	3.0
Aur yeh baat Sarfraz nay <A/O> teri baji ko bataye ya biwi ko ya ammi ko <A/O> ??? <A/O> Kanjeri daya <A/O>	Abusive/Offensive	5.0
<S> kanjeri jaisi lagti ho <S> jab haqiqat samuch k bi <A/O> bakwas keeti ho <A/O> . Imran tum jaisy billions ka ideal.ha	Sexist	4.0
<S> Chup kar kanjeri <S>	Sexist	3.0
Plz share list. Ager na share ki to tu hoga he <A/O> kisi kanjeri ka becha <A/O>	Abusive/Offensive	3.0
Hahahahaha hahahahaha <S> kanjeri ro ro <S>	Sexist	3.0
<S> Agr kanjeri ka koi face hota to wo ye kanjeri ka hota <S>	Sexist	4.0
<S> is kanjeri ki okaat 2 takay ki b nahe hai 2 takay wala b izetdar hota hai <S> ...	Sexist	4.0
<A/O> is kanjeri k bachay ko sab k samnay letta k jootay marna chaye ya phir is ki behan k sath b assa hi salook kerna chaye <A/O> ta k donara kisi ko kisi k behan beti ko black mail kernay ki himet na ho.	Abusive/Offensive	5.0
bahot fark hai <S> aik zaat ki kanjeri hai dosri zaat ki begairat hai <S> ... 🤣🤣🤣🤣	Sexist	4.0
Sir facilitaiters ko pakrain , blast ka hona mean network abhi nai tota, <U> khanzeer majud hain hamari saffon mein <U> . <U> Munafiqon py lannat bayshumarrrrrr <U>	Untargeted	4.0
<A/O> O gashti de aa <A/O> ..... <A/O> Tere abbay IK ka bhanja hone se pahke ye noon leagi kuttay ka beta b hai <A/O> . <Rel> Tu asali harami kufafi hai khanzeer <Rel>	Religious	5.0
<Rel> Ali Wazir khanzeer <Rel> ,,tu khud pti k vote se jeeta he	Religious	2.0
<Rel> Diesel khanzeer <Rel> jani ap ni	Religious	3.0
<Rel> Khanzeer diesel <Rel>	Religious	3.0
iss baat pe koi nahi sochta. they literally put cones to teach land ethics but this <U> khanzeer qoum <U> wont learn.	Untargeted	2.0
Yi nara ham pathanoo ny lagya ha ksi indian ny nahi Lagya sahi ha <A/O> khanzeer k bachy <A/O> ... Or yi nara bilkul sucha nara ha	Abusive/Offensive	3.0
<A/O> Sher nhe kuttay ki moat kara gaya <A/O> khanzeer ky hathon 😁😁	Abusive/Offensive	5.0
Yeh <Rel> Harami <Rel> General Sunni Muslims ka Qatil ha, Pakistan ka dushman tha, Americans ne bohat acha Kia. <Rel> Aik khanzeer Jahanam-wasil hua <Rel>	Religious	5.0
Ap batmizi na kren <A/O> Kuty ko bura lgy ga <A/O> wo King he is waqt or uski <A/O> Najaiz Olaad ap pe Bonkti rahy gi Wo khanzeer hen dono hrami <A/O>	Abusive/Offensive	5.0
Astaghfir ALLAH. Ye na sirf <Rel> haramzada hai bulkey khanzeer bhi hai <Rel> .	Religious	4.0
<Rel> Wo kutta shaheed nhn khanzeer ki moot mara he harami <Rel>	Religious	5.0
Magar <Rel> pagel kutty ki tarha app ka khanzeer e azam hi bhag raha he <Rel>	Religious	5.0
#IamMumtazQadri <Rel> Shaitan taseer khanzeer lanti <Rel>	Religious	5.0
#IAmMumtazQadri <Rel> Khanzeer shaitan taseer lanti ghaleez <Rel>	Religious	5.0
<Rel> Haramkhor Hain Kuttay <Rel> i Inko kis ne haq Diya hai <Rel> janwar Hain ye bs is jesa shaitaan Khanzeer tou paida he nahi hua hai <Rel>	Religious	5.0
Ham log to reh laingy per hamary <A/O> khanzeer hukmaran <A/O> nhn reh sakty na Dr sahiba	Abusive/Offensive	2.0
Jab Tak tumhary jesy <A/O> khanzeer hukmaran <A/O> musalmano k Hakim rahengy tab aesa he hoga	Abusive/Offensive	2.0
naya account bna ke phr <A/O> teri gaand marain ga <A/O> .. <A/O> teri maa behn 1 krdain ga <A/O> .. <A/O> khanzeer ki paidawar ha tu <A/O> ... #PTMAntiPakMovement	Abusive/Offensive	5.0
Apni amma se poch nai to didi sania se poch.. <S> khusray to tum log <S> ho jinki larkain shadian Pakistanion se krti..	Sexist	5.0
yara tumhari profile pe entertainment business lga hua he..ent business to showbiz walu k lie hota he jese actor singer stage dancer+khusray wghera...kb se start kia he ye business?wese sood aaly km kolu tan wt v acha he😄😄😄	Sexist	4.0
Usko ku mention krta ha <S> u khusray <S> 😑	Sexist	3.0
Hahaha... q ye sirf khatoon ko he kehna q be izati ha?? Jab mard ko kaha jaye k wo army ki waja se bana ha tab izat ka khayal nahi ata <S> khusray <S> tujhe??? Aur haan tu pese k nahi.. kisi aur zor pe bani ha... ahukar kar usne wo nahi kaha....	Sexist	3.0
Ye mujay <S> kisi khusray ka hand lag Raha <S> ..😂😂	Sexist	4.0
<S> Tiktoker, memer aur khusray kahen b a skty hai <S> 😂	Sexist	4.0
Ji jese <S> ap jese khusray <S> ... <A/O> Mian snap jese kutey sher ban gaye <A/O> ... Abid shurli... Talal taili syasat ma aye.... <A/O> Dadu charger spokesperson ban k jhoot bolti rahi <A/O> ...	Sexist	4.0
<S> is trah k nmoonay digital khusray lfafi <S> bbhi apni market bhi Pak army pe <A/O> bhonktay hein <A/O> . <A/O> lanati <A/O>	Sexist	4.0
<S> agar Thailand kay khusray parliaments aa saktay hain tu kuch bhee ho sakta haiye <S>	Sexist	5.0
<S> Repair khusray <S> ko koi bataye ka <A/O> is ka bap mian saanp b ek boot walay ki paidawar ha <A/O> or jiski tareef kar rahe ha wo <A/O> kanjar <A/O> jis party sa ha wo b <A/O> boot wali sarkar ki paidawar ha <A/O> .. <A/O> madarchodo <A/O> pahle Tarekh parh lea karo phir <A/O> bhonka karo <A/O> ...ja bibi fridge ki dukan ha wo chala	Sexist	5.0
Gazwa e hind pe trend krne waly <S> khusray yad agaye <S> , Thaa ki awaz pe e marne walay yeh ... ✌😐	Sexist	4.0
<S> Is mulk Mai Pak fouj he Mardd Hai baaqi sab idaray khusray banay hain <S>	Sexist	4.0
<S> Is repair khusray chupay ka mun wali <S> ko b tag karo bhaio kyun ka <A/O> isay b 2 mun wala azdaha ha <A/O> ...	Sexist	5.0
<S> Khusray issi shakal key hi hotay hain well-done <S>	Sexist	4.0
Pachlay Sal December say puranay endian army chief khusray nay hamla karna tha.. Ab neya kerla🦎 army chief dhemkeya day raha hy... Lakin is ke b andar say phattee hoee hy... 🔥	Sexist	4.0
No one Literally no one <S> Nibbis to TikTok k khusray <S> .	Sexist	3.0
Tik tok na achy bhla <S> larka khusray bana diye hn <S>	Sexist	3.0
<S> Yeh larkian nhi khusray bethay hotay hain <S> jo offers krty hain😂😂 or tharki tyar bethay hoty hain	Sexist	4.0
Phir <S> larky beard ky bagiar khusray q lgty Hain <S> Wo bhi beard ky bagiar khubsurat lgny chahiye ?	Sexist	5.0
baap k ha na <S> apny leader khusray <S> say puch fauj ko vote q deya tha assembly ma hahah....wasy bilawal k lia sheikh rasheed hi kafi ha....agr itni takat ha na to mera kuch b ukhar kr dekha day <A/O> chul mera bcha ab nikal <A/O> <A/O> aisa na ho kanhee bori bnd mily <A/O> q k fauj ko ya b bnana ata ha	Sexist	5.0
Or tery say akhrot b tora jata hoga <A/O> nashai kanhee k jaisi teri shkl ha na aisy log station par chai bechtay hain <A/O> 😂 or <S> khusray <S> ko sanbhalo bs bechara sardi k record tor raha	Sexist	5.0
Putar chul nikal shkal say hi <S> mochan wala khusra lg raha apny leader ki trha <S> ...or aik bat zehan may betha lay mei chaho tera acount or tujhay dono ko twitter say dfa kr skta hn lakin khair mei <S> khusron ki party <S> say ni hon lahori hn khul kr pmln ko support krta hn.. <S> khusray kanhee k <S>	Sexist	5.0
<S> Kr dee na khusron wali bat <S> 😂 bs sabit ho gya <S> khusra lafz ata ha to bilawal ata ha <S> or <S> zyada khusray aty hain to ppp k supporter <S> or karkun aty hain...or mei wasy pmln k supporter <A/O> dhkan kay mun waly <A/O>	Sexist	5.0
Chl AA ussay maartay Hain hmnai toh <S> khusray bhi bulanai that uskai janazay Pai <S> 😂😂🤦	Sexist	4.0
zahir hai jb kuch nhi aayega toh yehi kreingy. <S> telolers maa bhen krnay walay khusray <S>	Sexist	5.0
RT : <S> tum jese khusray maa bhen ki baatein hi krty hain <S> oqat dekh r baatein dekho <A/O> gandi naali k keeray ki <A/O>	Sexist	5.0
<S> Tum khusray aur dhoghlay insan <S> Tum kush be Nahin Karo <A/O> Sirf thook Kay chaat saktay ho <A/O>	Sexist	4.0
2020 and people still use “Khusra/Khusray” as insult deserve a slap strong enough to dislocate their jaw.	Neutral	0.0
2 number khusray kon sy hotay han 🤔	Neutral	0.0
Ja oyee tera os khusray tay dil a?	Neutral	0.0
Km az kam <S> khusray nh paalta <S> 😭🙏🙏	Sexist	4.0
Oye <S> lakar k khusray <S> tera <A/O> bagora <A/O> leader Nawaz dako dhood shehd ki nehriyan ni chor k gya tha	Sexist	3.0
PTI join karnay say <S> #KANJRI say #INSAN ban jao ge <S> . <S> Khusray ki party may jao ge to #KANJRIsayKANJAR tak ka safar hai <S> ..	Sexist	4.0
Wasay india ke sub larkya PAKISATN aati han, iss hesab say tu <S> khusray tum log howay <S> ,wasay abhe india mean suna ha awaam halla bol rhi kya wajha ha, sargecl strk kab kar rhy ghus k, koi movie hhhh	Sexist	3.0
Esiooo kooo <S> khusrey hi miltey hen <S>	Sexist	3.0
PTI ko discuss karny k elawa ap ka aur kia kam hai <S> najaiz khusrey <S>	Sexist	4.0
<S> ye ssty <S> 8th main 8 baar fail honey key baad sarkari nokri dhoondh rahey hotey hain aur jab inki taleem key mutabiq nokri nai niklti tu ben dalna shuroo ho jatey hain	Sexist	3.0
What kind of language you expect from a <S> Khusrey Bilawal <S> sy.	Sexist	3.0
Aur <S> jin ko dekh k khusrey bhi apna rasta badal lein <S> wo kia hain ? 😂	Sexist	5.0
Teri bahan nu lun wadya majra kutya 🇮🇳🖕🐗	Abusive/Offensive	4.0
Apny naam se shah hta dey <S> .hreem gashti <S> rakh ly.shahoon ko bdnaam na kr <A/O> kutya <A/O>	Sexist	5.0
Wo <A/O> kutya <A/O> Asa nahi karag sir ji	Abusive/Offensive	2.0
Pta ni <U> logo ko kutya, kuta ban'ny ka q shoq huta ha <U> 🙄🙄	Untargeted	3.0
<A/O> Kisi suwar aur kutya ka najaiz Bacha <A/O> ....🤣 🤣 Chup ab...	Abusive/Offensive	5.0
You are absolutely right, <A/O> bc ki bachi kutya <A/O> ha yeh.	Abusive/Offensive	4.0
<S> You gashti <S> , <A/O> bkwas krti ho kutya <A/O>	Sexist	4.0
<S> Is kutya ki li lo <S> .	Sexist	4.0
punjab ma gharat hoti tu aj khalai makhloq dool na baja rahi hoti , yeh nawaz sharif ki shakast nahi hay yeh pakistan ki shakast hay, <A/O> angrizon kay kutya nehlanay waly <A/O> jeet ghaiy hain.	Abusive/Offensive	3.0
<A/O> Kutya <A/O> tere yar ne 3 shadiya ki he..	Abusive/Offensive	2.0
<S> Randi in mandi kutya <S> <S> tu bhi reham bn rhi h madarchod gshti <S> minten kr k pic bnwati ho aor phir <A/O> bkwas krti ho u bastrd <A/O>	Sexist	5.0
Are baggey tujhe dekh ke to kutya bhi na ah ah kare....itna ganda hai tu....thooooooo	Abusive/Offensive	3.0
<A/O> Kutya <A/O>	Abusive/Offensive	2.0
<A/O> Kuch kutte or kutya Bhi hote Hain jese ye MadarC**d <A/O> 😂👇	Abusive/Offensive	5.0
Karachi kashmir tu bari bat hai aik inch b le k dekhao ap tumhari okat kia hai abhi nandan ko ro ro k manga tha k ni tum ne ase hi ab india ka bhi endia hone wala hai. <A/O> kutya <A/O> .	Abusive/Offensive	2.0
<A/O> Laanat ho tere mhoo pe <A/O> .... <Rel> Yazeed ki olad <Rel>	Religious	5.0
<A/O> laanat ho tum per <A/O> jo itna jhoot bol rehe ho begherat 57 b$ ki investment sirf cpec ke projects pe ayee jisse <A/O> kanjer niazi <A/O> ne cap kr diya hua hai	Abusive/Offensive	4.0
G bilkul <A/O> laanat ho aesi kartuton par <A/O> ..!! This is clear violation of military SOPs. Budhhay ko sharam karni chahiye thori si..!	Abusive/Offensive	2.0
<A/O> Laanat ho assy Beshram per <A/O> .	Abusive/Offensive	2.0
"Dear sister i can see you are lacking in basic arabic but for your kindest information it means ""jhoton pa Allah Ki Laanat ho"" :D"	Neutral	0.0
Huh hamen 3G b nhi de rhe ho or 5G ki testing ka hamen kya faida?? Yahan pe baqi tmam Networks ne 4G di hui hai or AP ki 3G b nhi hai... <A/O> Laanat <A/O> ✋	Abusive/Offensive	1.0
<A/O> Laanat aap py <A/O> .. N league bht pehle surrender kr gyi thi kis khayal mai ho bibi... Lifafa band ho jaye tou <A/O> bhonkna <A/O> banta hi hai	Abusive/Offensive	3.0
Chhapak 53% ho gyi tassalli , <A/O> laanat <A/O> hai bhai .	Abusive/Offensive	2.0
<A/O> Laanat ho inn logooo parrr <A/O>	Abusive/Offensive	2.0
Jb Peeli Taxi waloun ko Land Cruiser mil jayegi to yehi krenge wo log.. <A/O> Laanat ho is nasli ghulami pe <A/O> ...	Abusive/Offensive	3.0
<U> Laanat <U> aise mulk pe aur aise desh pe jo logon se ooncha ho jaaye, aise jhande ko aag laga do.	Untargeted	2.0
No no ye koi army ka headquarter nahi ye hamari parliament hai 😂 shame on <A/O> laanat <A/O> tumhari qayadat per <A/O> tum log to wse he choopa master ho <A/O> ap ka qaoor nahi roh zanana hai #ArmyAct	Abusive/Offensive	3.0
<A/O> Laanat ho altaf or pore mqm pe <A/O> Ab mqm ke nam per pabande laga de jai	Abusive/Offensive	2.0
<A/O> Laanat ho tum per <A/O>	Abusive/Offensive	2.0
<A/O> In kutton <A/O> ko bs iqtedar cheae or <A/O> ye kutte k Bache apne aaqaon ki tc k Siva kuch ni jante 😡n league ppp or hr us siyastdan per laanat <A/O> Jo Pakistan🇵🇰 per apne mafadat ko tarjeeh daita ho	Abusive/Offensive	4.0
<A/O> Laanat ho peri shaklo <A/O> 🖐🖐 From Lhr😌😊	Abusive/Offensive	2.0
<A/O> Laanat ho tmhare upr kutto <A/O>	Abusive/Offensive	3.0
<A/O> Bande ki shakal pe laanat pari ho <A/O> to at least banda baat hi achi kr le..Wrna Jo ghalti se ek follower mila hua ha wo b bhag jaye ga	Abusive/Offensive	2.0
Koi saboot hai kya? sirf ya ji pasand nahi to ye Sab chala rahe ho . Sharam bhi choti ho jati hai tumhari socha ke saamne. <A/O> Laanat hai tum per <A/O> .	Abusive/Offensive	2.0
<A/O> Laanat ho teri shakal pe <A/O>	Abusive/Offensive	2.0
Jhut Islam mein to haram hae. Aur muslman Jhut nai bolta. Any how ik mazhab mein halal hae Taqia k Nam sy. <U> Jhutun py ALLAH ki laanat ho <U> . Aameen	Untargeted	2.0
Oye poora karachi barbad kar dia tum ne <Rel> haram khoron <Rel> tum sb se baray dushman ho Pakistan k o batain suno live <A/O> laanat <A/O> deny ko dil krta ha jnb	Religious	4.0
<A/O> Laanat ho trum aor ise ke sath himyat me jo bhi mumalik hen <A/O>	Abusive/Offensive	2.0
<A/O> Laanat ho tere te <A/O> .. Saudi pittu.. Agr america ne aj iran pr hamla kia to kal pakistan ki bari ha.. q k us ne muslim ke khilaf larna ha na k shia sunni..	Abusive/Offensive	2.0
jo loot rahy hn aur kar kuch nahi rahy onko bolo, aik extension k liye poray <U> nizam ke maan behn karny walon ko ghaliyan do <U> , yehi tu wo <U> laanat <U> ha jis ny is system ko barbad kar dia ha, Jub waqat pora ho ghia ha tu jao maro kam karo, Aik pm 2 sal poray nahi kartabti katny a jaty hn	Untargeted	5.0
<A/O> Jhuty lanati <A/O>	Abusive/Offensive	3.0
<A/O> Lanati aitzaz Ahsan <A/O> murdabad	Abusive/Offensive	3.0
<A/O> Lanati h ye <A/O>	Abusive/Offensive	2.0
<A/O> Lanati insan <A/O> .	Abusive/Offensive	2.0
Is ka tasbeh ko prhna dekho zara <A/O> lanati insan kahna b glt ho ga <A/O> . Logo ko dhooka dy rha ha	Abusive/Offensive	3.0
<Rel> Irani, Indian dono Harami Pakistan k dushman lanati <Rel>	Religious	3.0
Es Bc Ko Apny Followers Aziz HI Na K Mulk. <A/O> #Lanati <A/O> .	Abusive/Offensive	2.0
<A/O> Es Chutiya Nay Phly Bakwass Ki <A/O> Ab <A/O> Yay Bc <A/O> Clarification day Raha Hi. <A/O> Lanati insan <A/O> . <A/O> Kce #Najaiz Baap Ki Uolad Hi <A/O> . Shame on u 😡😡😡😡😡😡	Abusive/Offensive	5.0
<A/O> Lanati Cumeene Loge <A/O>	Abusive/Offensive	4.0
<A/O> Niazi tu Begherat ha <A/O> , <A/O> Niazi ko lane walay is se baray Begherat hain lanati <A/O>	Abusive/Offensive	4.0
<A/O> Baray baray Begherat dekhe per in se bara Begherat bi koi nae lanati <A/O>	Abusive/Offensive	4.0
<A/O> Lanati kuta <A/O>	Abusive/Offensive	4.0
<A/O> Lanati e Azam <A/O> ..	Abusive/Offensive	3.0
YE <A/O> KYA CHUTIYAAP <A/O> DEKH LIYA MEINE SUBAH SUBAH??? <Rel> HARAAMKHORON <Rel> KI BATEESIYAAN NAHIN BAND HO RAHI. <A/O> LANATI KUTTAY SAALEY <A/O> .	Religious	5.0
Pakistan ke awaam 2013 sey 2018 tak aik kahani kay kirdaar banay rahay, Jahan loug khush thay, metros bunn rahi thein, laptops mill rahay thay, khuraak sassti thee, petrol sasta tha, dollar 100 ka tha, har taraf taraqqi ho rahi thee. Aik umeed thee. Par phir <A/O> aik Lanati aa gaya <A/O>	Abusive/Offensive	2.0
<A/O> Lanati khan <A/O>	Abusive/Offensive	3.0
<A/O> Boht hi Lanati Hoo tm <A/O> wase <Rel> Miss Hareem ki jaga tmhara name Haramzadi hona cahiya tha <Rel> or lagta <Rel> tmhen pada karne ka lia tmhare baap na Pig khaya tha <Rel>	Religious	5.0
Har taraf shanti hai <A/O> Mera kashif lanati hai <A/O> . 😑	Abusive/Offensive	2.0
<A/O> Confirm lanati hai <A/O> <A/O> confirm lanati hai <A/O> 👏😂 #IranAttacks #WWIIl #IranVsUS	Abusive/Offensive	4.0
<A/O> Sala bhagoda <A/O> leader har bar <A/O> qom ko chod ke bhag jata ha lanati <A/O>	Abusive/Offensive	4.0
<A/O> Dhurr lanati shakhs <A/O> <A/O> Fuzla khor Gaye walon ka gober khaty ho America walon ka peeshab pee kar Pak Foj aur Pakistan pay bhonkty ho <A/O> tumhari aukat to yeh hay k Media houses bhi <A/O> tumhhen bitch of endia <A/O> kehty hain	Abusive/Offensive	5.0
well said. <Rel> lanati hain ye qadyani kafir <Rel>	Religious	4.0
Mainy b PA Liya tha eik <A/O> lanati <A/O> apni haar dekh kr mujy galiya nikaal raha tha Mainy block kr diya because galiya koee behs nai hoti..	Abusive/Offensive	2.0
<A/O> Lanati hai vo Haina <A/O> . , ?	Abusive/Offensive	2.0
Bs Kia kahein wari b asan ja pahja aahen <A/O> Lanati <A/O> 😢	Abusive/Offensive	2.0
<A/O> Lanati insan kutto <A/O>	Abusive/Offensive	4.0
RT : Geo khwaja sb haq adaa kr dia apne 👌👍👇❤️ <A/O> Lanati media <A/O> 🖐🏻😡 …	Abusive/Offensive	2.0
Today I say that from now on I am not going to vote for pmln and will never forget that what they did today. Inshallah will not let people forget about this in future as well. This does not mean I am supporting pti <A/O> they are LANATI <A/O> #shame	Abusive/Offensive	2.0
<A/O> Lanati Beshurme <A/O>	Abusive/Offensive	2.0
<A/O> Tuj jesa lanati randi baz <A/O> sacreen k peeche aik makrooh chehre wala insan m ne apni pori zindgi m ni dekha...	Abusive/Offensive	5.0
<A/O> Lanati <A/O> slected government murdabad	Abusive/Offensive	2.0
<A/O> Lanati <A/O> hukoomat	Abusive/Offensive	2.0
Wo banda to pakra b gaya ha Pakistan. Zara <Rel> tum apne abo Modi Ji ko aur un hindu logon ki fikar kro <Rel> jinon ne 25 Muslims ko mara ha. Lanati	Religious	3.0
Lanati insan tu to baray sukan se Ji raha ha jo lpg Mar rahay hain un ka b kuch khayal kr le. Hum lanat bhjetay hain tum aur Jo Pakistan aur jinnah k bray Ma ghlat soch rakhta ha...	Abusive/Offensive	3.0
<A/O> Lanati <A/O> 😡	Abusive/Offensive	2.0
<Rel> Khanzir ka bech <Rel> a es mobark jaga main kia kar rahe ho <A/O> lanati insan <A/O>	Religious	4.0
Isko to mene follow bi nhi kia he phir iske Manhoos posts Q ati he samny <A/O> sharam kr Lanati aurat sharam haya bi koi cheez hoti he jo tukhme he nhi <A/O>	Abusive/Offensive	4.0
or <A/O> lanat hai tum jesy lundy k liberal pr <A/O> khud ko musalman kehty ho mgr Toheen e risalat k qanoon ko kala qanoon kehny waly ki himayat krty or shaheed ka drja dety ho <A/O> Us lanati <A/O> ki har bat on record h k kya bakwas ki us ny mgr tum sirf is liye k wo PPP ka numainda h usy defend krty	Abusive/Offensive	5.0
<A/O> Tum apni behn b de do na Lanati insan <A/O>	Abusive/Offensive	4.0
<A/O> Khoti Ki Buchi Bhonkny Sy Pehly <A/O> Khabar Ki Tasdeeq Kar Lia Kar <Rel> Haram Zadi <Rel> .... Koi <A/O> Teri Maa Ka Yar Mob <A/O> Ni Gaya Wahan.... Aur Na HI Koi Aisa Waqya Hua Hai... <A/O> Apni Choti Beti K Najaiz Khusam Modi <A/O> Ko Khush Karny K Liye <A/O> Bhonkna Shuru Kar Deti Hu <A/O> ... <A/O> Lanati Aurat <A/O> ...	Religious	5.0
<A/O> America k paltu kutty bhi bol pare akhir <A/O> ... Shame on you .. <A/O> Lanati <A/O> . #ludhyanvi	Abusive/Offensive	4.0
aisae jooth hi pakistan kae hisa mien hien <A/O> kuch lanati kirdar london ghom rhae baqi yahn bhonk rhae hien <A/O>	Abusive/Offensive	4.0
<A/O> Lanati ho Tum par <A/O> .	Abusive/Offensive	2.0
Tum hamesha <A/O> Chuttiya hi rahigay <A/O> . <A/O> Lanati insan <A/O>	Abusive/Offensive	4.0
<S> When i hug you my loora is out of control then fucking will must be needed <S> 😉	Sexist	4.0
<A/O> Mera Loora mahatma gandi <A/O> 😅	Abusive/Offensive	4.0
<A/O> Loora ek no <A/O> .. <A/O> Sala chuttiya <A/O>	Abusive/Offensive	5.0
<A/O> Loora choop bc <A/O>	Abusive/Offensive	4.0
You mean India is kafir ,Pakistan is munafik & Kashmir is Momin😡😯??agar Pakistan ma asey munafik hai to Kashmir ma bhi to <Rel> ap jesay munafik hai <Rel> ma..	Religious	3.0
<U> Sab munafik hain <U>	Untargeted	3.0
Iran shia mulk ha or <Rel> ye munafik log han <Rel>	Religious	3.0
Oh teri, Who is talking, humanity, peace, 😂 <Rel> Makkar, munafik, jaahilo ka sardar <Rel>	Religious	4.0
RT : <Rel> Ye joker log khan nahin Munafik hai <Rel>	Religious	3.0
Itna e bhaut ha <Rel> munafik <Rel> 😂	Religious	3.0
Koi bhi sab jhoote hn koi Islam k naam p vote le rha hai to koi ksi dsron k naam p... <Rel> sab munafik hn <Rel>	Religious	3.0
Moulana , mujhe apse munafik ki pehchan malooom karni he	Neutral	0.0
Jamat e islami and jamiat ulama e islam opposed the bill. <Rel> munafik <Rel> akhir pakray to jaate hain phir kabhi na kabhi #ArmyAct	Religious	3.0
<Rel> Munafik Rasheed <Rel> .	Religious	3.0
Seriously who came up with mummay?	Neutral	0.0
<S> Mri gf k mummay bohat chotay hain.kasay bra krn <S>	Sexist	3.0
Waise <A/O> tumhara role pmln main gaon kay mirasi jaisa hai <A/O> ch ki tareefain kerna aur ch kay bachon k khanay kerna 🤣🤣🤣	Abusive/Offensive	1.0
<A/O> Ya mirasi hain ya molvi hain <A/O> . Drmyan mai kuch bhi nhe. Ajeeb maashra ban gaya hai	Abusive/Offensive	2.0
<A/O> N LEAGUE nay mirasi barti kiye hain. You Are one of them <A/O> .	Abusive/Offensive	1.0
